relative_path	size_bytes	sha256
data/processed/ted_known_source/SCP1064/provenance/scp1064_download_provenance.tsv	2804	e71f5378f41ca0c99369563c97a5854fc2430bbda74859ede035058c85358ef5
data/processed/ted_known_source/SCP1064/provenance/scp1064_file_qc.tsv	756	594585f4b56ad29ddd795e846ac06b0115bece5701df1f424816080c509b7d38
data/processed/ted_known_source/SCP1064/raw_index/scp1064_cell_alignment_qc.tsv	213	4f6e53243c1545e7aead95311fd3c082b32017a7d1ce5148dcbc50cab8db9539
data/processed/ted_known_source/SCP1064/raw_index/scp1064_file_inventory.tsv	3224	878f31df1a779dd0b6c1c1db67ad2f63ed4d7e762c5f9d20d32f43ccc65b1789
data/processed/ted_known_source/SCP1064/raw_index/scp1064_h5ad_structure.tsv	936	bd74a56c9267e336fad9f3117c7f0b4c6d710514797d12d01e528c44ed52657a
data/processed/ted_known_source/SCP1064/raw_index/scp1064_metadata_field_audit.tsv	598	56f1969ab2151b022b76c2977a613c04c4b2e8616f81270fca5068b0f96c9ccb
data/processed/ted_known_source/SCP1064/results/protein_qc.tsv	122	ba5420b723dbf117c109d467b2920d15da23917d45b5c1413ff650f736e2bc26
data/processed/ted_known_source/SCP1064/results/scp1064_author_effect_alignment.tsv	1588	adf2cbdfac0d7155d935733f4e2fd5c489a5081369d1267e30558b3dad4d6c9a
data/processed/ted_known_source/SCP1064/results/scp1064_author_effect_summary.tsv	392	9fc990e94b655d0d25add1dbc9fdfcd06a74727d4e1c91bc25bd6b63fdfde740
data/processed/ted_known_source/SCP1064/results/scp1064_claim_boundary.tsv	724	54c6f06bf547185d97887b505730d285d1eb3105ac306e6ba57d3833ae3c2eea
data/processed/ted_known_source/SCP1064/results/scp1064_claim_boundary_report.md	437	617590fa1a4b725f84776b6b0cef113559c9c08e273b48c953ffd76c2657f0f6
data/processed/ted_known_source/SCP1064/results/scp1064_event_protein_cell_level_alignment.tsv	1421	e622ed330546b0befe67ecceb04883a42a82358ff43cbba5b56991c83fd603e2
data/processed/ted_known_source/SCP1064/results/scp1064_event_protein_guide_level_alignment.tsv	1252	9fd6fa952e3883d96b19c1215b30a52bca1d778f3131bd02118204a3bf886b5b
data/processed/ted_known_source/SCP1064/results/scp1064_event_protein_target_level_alignment.tsv	1259	30509fbb43b404c459aceb1099e0f4344ac94e2b4a46fc175a61cb5b4e61e831
data/processed/ted_known_source/SCP1064/results/scp1064_event_recovery_summary.tsv	470	704a279d89fb54701b20f62c619a94811ed8ea49a954fa08ff8cef729ad2a405
data/processed/ted_known_source/SCP1064/results/scp1064_heavy_shuffle_estimability.tsv	604	cc5bf870e1429e7f17b1af64956b994c34de42f97b3589250ab05118d6011a30
data/processed/ted_known_source/SCP1064/results/scp1064_heavy_shuffle_manifest.tsv	653	2bcdbff9632b302af08392d7ac3fec210b70c012556cf7cc4a4adad43b180013
data/processed/ted_known_source/SCP1064/results/scp1064_heavy_shuffle_summary.tsv	4379	fbe81686174fad04cc8a3e41eb7e711b5f2cadc168db0df1791470bcf5009a3d
data/processed/ted_known_source/SCP1064/results/scp1064_leave_one_unit_refits.tsv	330037	9226d8813161e6dd2d5d2d5f30e1531ba10338972950d134ae92b6f96b020c74
data/processed/ted_known_source/SCP1064/results/scp1064_leave_one_unit_summary.tsv	1476	b7dfeee3ec23d058eca95f58dd2e2d0dff4c5001925e1472ce8e5af791edd301
data/processed/ted_known_source/SCP1064/results/scp1064_lightweight_shuffle_summary.tsv	8548	b01f9a0edb8911f75bcf31c12e4b713d3270a7bf9c371cb5c68ed87bf49c3e59
data/processed/ted_known_source/SCP1064/results/scp1064_negative_control_alignment.tsv	3211	ecf86fcdd24a0c25a2974f84875a61878c2b94d66cb8f4fed0808c8956c037c1
data/processed/ted_known_source/SCP1064/results/scp1064_outcome_alignment_summary.tsv	4284	7214fb702cb0418c0389f075b445d2c7a10d7d4674d591fdbcf0403cf687007b
data/processed/ted_known_source/SCP1064/results/scp1064_random_gene_set_null.tsv	19056	5e8e03c8987136d8bf76f40e3932787270aee3b4adf8a1594fbd60176fdf92e3
data/processed/ted_known_source/SCP1064/results/scp1064_specificity_summary.tsv	631	37e909683c953ccbfcefc7aa03749cd97cb7011a8c0a355fdee08465c88ec0c2
data/processed/ted_known_source/SCP1064/results/scp1064_summary_report.md	384	dd86c1c9e6cad31d808d130e28aaa9d2d2b68659a7803e1cb23da872fb594bb6
data_external/deliverables_all_ted_rounds/GSE271399_T21_GATA1s/gse271399_block_bootstrap_family_effects.tsv	20285	818e33944188f99fa96ad0b57b74956adb4db717931676ec3a5d124b6d8a9ac4
data_external/deliverables_all_ted_rounds/GSE271399_T21_GATA1s/gse271399_family_block_permutation_fdr.tsv	5302	cee586450c4dbfea06531ff49c4ed216beb6093e528969d8ed077c9316cac385
data_external/StepXX_dynamic_pathway_event_grammar_standardization/baseline_score_vs_event_comparison.tsv	4812	4459cbf4e4d90df90d868f3f6d8110150625f2ac2a5972e0ec6225bb94e8f72e
data_external/StepXX_dynamic_pathway_event_grammar_standardization/dynamic_pathway_event_table.tsv	40271	e1d0dd308a051efd705c12f4b58717d81fd7788672f8e5f21f446fa4801c02ba
data_external/StepXX_dynamic_pathway_event_grammar_standardization/event_calling_rules.yaml	2531	4fb559438f367acd49add64f457bcd68075873e4fe8d7be00651c4091568e62d
data_external/StepXX_dynamic_pathway_event_grammar_standardization/event_robustness_summary.tsv	1054	74996f94ddc5d2a9a42539348b5b4e0989bea6d426a5388f348dfcfa45daf20d
data_external/StepXX_dynamic_pathway_event_grammar_standardization/event_type_definition.md	2457	48ca4a1a42e7f9e9705fafe4a7345a2e89d7318cb4c412d28e092a7ee37869de
Dockerfile	526	dac408208bd173880c78b7bdb3878deff98a07a24c2165b317a7468783c82444
Dockerfile.baselines	550	2f02c1e0060e0224dae7cbeaa4db31469fcffa3d92e78be694faa65f2d6fe4fc
docs/claim_ceiling.md	1001	3a438bd4876ebf0298c7f9bb1bf1d7a84775d6893506dd633f40abb3c8e57acf
docs/CONVENTIONS.md	1558	9801db342beb65fa8059c4d3d8013bea5417710a0573a72667a9c5a33f4ec193
docs/output_schema.md	5476	a92e69413387de6f501fcc77fe327e3f0cf8b51108aba5b37350155eb73cc97d
docs/pyfgsea_ted.md	26491	0614d50d76e381f68047b5b1fb0de0189abbdc9063d7360a22bfddced1f53b93
docs/QUALITY.md	1471	42cae6102b05ab64ecf99c26f7f7514cdf675f2837aacc59cd82557516ed496e
docs/reproducibility_modes.md	1363	563d32bb100f7710563f6dcc53b26e9b0eea0b7d0894adee3b3d3fc60d651ea7
docs/ted_validation_demo.md	2350	a12edc0f14db65d1cfb289aa63d606f8b9f8cf5881aaa5610022d629edd08c7a
docs/tutorial_generalization_panel.md	1116	52ede4c5395434e8251260d450e040ccc6c34cd03741a73f24986145a184175c
docs/tutorial_gse271399.md	1137	af206cc5332439084794195c07af5bef5c4895d5675039c99d7047cc7a0b7046
docs/tutorial_zscape.md	1086	4a61f8d320cf762ac54a0ca0984fbeabf980db168b5e529d89b29cb5229eb9b2
environment.baselines.yml	365	0eb97d20b5e1bb88d8f38c809410fdd58744ccc88a5f64686f74974c893a523a
environment.yml	347	4a898e17d85af673bc86babb1598353f4dfb0a6b08f3b84003888055fedc5afc
figures/figure1_source_data.tsv	724	4e6337cd0c6027e9e1fd583f763fecd61a43fbb18545fb9439894d3f532dcfee
figures/figure1_ted_event_object_claim_boundary.pdf	28243	6f9cdc31139d4c0810a946150bcc366dea9ce02645b404eb336f20599ac135aa
figures/figure1_ted_event_object_claim_boundary.png	551231	179794e3736c08ef8bbc3e81ec31b96e3012d187e6d4c288d06966e1a09b9a42
figures/figure2_known_source_validation.pdf	38457	559e9494cfc6035210acef5bf833d386dccce5641f4fbe72d164b92af0f36d60
figures/figure2_known_source_validation.png	336228	93b1512cddcf8b846cd7219389a7c34d8745604e391b0179b18c6ae24aaeadcd
figures/figure2_source_data.tsv	1888	ec8cfbb2b9f69bf5aa75ad7eb46ca8367a8f44955a4ef13bc3260053e7d97a60
figures/figure3_benchmark_hardening.pdf	34299	33c4165947724d525809bdc6d473b95150ac112b5d6baf9a829db30c45c95626
figures/figure3_benchmark_hardening.png	541946	29959203531e686a18b12eb65b8e582869e94a21ce16e6dbdd1ebcd0fa440abd
figures/figure3_source_data.tsv	2652	15a8fc3b1a14f298a2fd4f6723c684cb4c48a964e287551649e2d905abdc43d6
figures/figure4_gse271399_gata1_cross_dataset_support.pdf	48537	66281107de780bcaa16e16b6f1358d323e6920c4d5903e6e9a6c661769783cd2
figures/figure4_gse271399_gata1_cross_dataset_support.png	570699	04463e00372f0c7b902c2965aa57390d829529e8c2419b5fd84916a03196a21f
figures/figure4_source_data.tsv	1961	8dd03dbb30486b040c49a6d6bc7645f27b28c35235c7e305f22ff6fc1fbf8fac
figures/figure5_claim_upgrade_block_audit.pdf	36971	0db8d8953e7e8ac9c747603454f2cd4037c285afb1ebb6b6881da9a71f543199
figures/figure5_claim_upgrade_block_audit.png	479374	2485da2d43977a4194445f4c35fc45a511f4f690b8c634b7879d6e21854d5b29
figures/figure5_source_data.tsv	692	f73f94dae81cfc9d80cb60136ad9cf31d8a8c47b89c35b9101c07ace78600d9f
LICENSE	1093	3b1a9792ebf2f277fa342de44c4c7aeeda3ba4afa9e8e9734d8f69a44c45bcbd
pyfgsea/__init__.py	10257	dab3e35b6aeb2856642ac086199652cc418bec6ebe570b5124ba578180215739
pyfgsea/anchors/__init__.py	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
pyfgsea/anchors/select.py	106	e8d639b19d2aab7547f4806575193065113c900fe8f7076349d780fd88601c88
pyfgsea/anchors/switch.py	54	6e0a147ecc36b8a383cc3df79a619ab3d502c5ac0a1fb6a097ca97d0188c53d5
pyfgsea/api.py	5344	873476941716ddc2de419db663f4ad52aa0ed64695defab48a837edfbcf2ec7e
pyfgsea/baselines/__init__.py	362	51b748cc03417c8b914ee0e0c2b7de9c211378058f4746d4db3971420b8b61ba
pyfgsea/baselines/decoupler_bridge.py	1056	b38367b87886e6c3478da0d02e9f87c741c7041c88c2bcf1bc54bfd547557567
pyfgsea/baselines/gsva_bridge.py	1512	bcf71ed7a8ade98502afcbcd411c5d0a412dec3c30258fcb2d5621497589c776
pyfgsea/baselines/rank_auc.py	1680	a4831e0ac6f81f026794ca8e39e18af6ce6ae5f10d9a6f860ade669914c138c8
pyfgsea/baselines/score_smooth.py	8018	21bd04fa37444fbb814d1f5f836229569dd1bb8a77a539f59292af0bc359ace4
pyfgsea/bootstrap.py	13276	92f6ec700e5e0b5570798fa4220a4107aed55727ebf7a67ef48632d0b7ffaa8d
pyfgsea/calibration.py	76316	88ad58b9f5959e7ab1fc4627045a15174c53d57c67fb7c2368e08405e521e727
pyfgsea/cli/__init__.py	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
pyfgsea/cli/main.py	6136	49db0265567307685e3e61332cd3db8d35c1d4e162e382d2f24b7da09f4bb1d0
pyfgsea/design.py	3913	ca7e36ba7a055accd0dfc27c28d136985d3fc203d1cd25b2d76107b8c014a7f7
pyfgsea/diagnostics.py	5814	2468ff85262851a0504a7279f9f43798ea244057b859a57f30cee53514fd1a3b
pyfgsea/discovery_score.py	9518	653923de9f031ac5aa503d1ad603e2533f900b39f838269920a88ee2b8278a6b
pyfgsea/event_drivers.py	24192	47c8a74f858774e95a1f219cca7b97e079c6d41161d97dfa66cae2ea9af85a17
pyfgsea/event_graph.py	12591	ea3b8c223576a91ec09dfd56727841cec8e84c390d3e7947a32e50ee02ca4e06
pyfgsea/event_replication.py	19986	ff763d2fcc2a5f78726f4614f3438e4aaae3740c65f6253b86972381caabce68
pyfgsea/gsea/__init__.py	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
pyfgsea/gsea/runner.py	2102	f874e951ccccdc213f136c98e22ae598955c44167cca209c096a2fd1b607c1ad
pyfgsea/gsea/smooth.py	161	807d6288baa26738b431d2ca305cbb0176944b504d898ce19940123669241ae7
pyfgsea/io/__init__.py	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
pyfgsea/io/anndata_io.py	184	e210221fc321c6b1ee32207aa87f4c706e59649c65518f8c824f8c52a1247e1e
pyfgsea/io/meta_merge.py	626	98ed2f6f3620993ef855a86c92e9fc685dfaa9658b477f56aef50f48fe57f08c
pyfgsea/leading_edge.py	5458	5c264c2f48cfa1ad53049660d4fa1ee38f7d027fd368d50030866800187871c4
pyfgsea/phenotype_linked.py	30153	137297aa5001a46f9358b7138a3c8fff32a1cc8139554a84e13f77c0206d7bc5
pyfgsea/plotting/__init__.py	252	062f3dce5457a42495d070718ee5343852fbb35328afee618dbb603ef543ad1f
pyfgsea/plotting/fastproof.py	56	1870d3cfd7f8b49adbbfc9788be1d8b34fb8f71ed9760c157039cc4092bf3f3e
pyfgsea/plotting/overview.py	50	1b45e91ab938ea0bdda8d7a4c4f1b438174f478416ad1322ffc9373202d1e126
pyfgsea/plotting_utils.py	4347	530942fb734bf5dee59384b4492c8cd2b99012fdabc10cc38fc2da653879151b
pyfgsea/preprocess/__init__.py	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
pyfgsea/preprocess/pseudotime.py	358	a8dd96a1d542469cfdbaf165942a79b05a0e40bc9384f232173287802d14f11b
pyfgsea/reliability.py	57310	734e41a365d5173f22b034187fc539375d6785b54728d7ac12f158a0930aa9c8
pyfgsea/result.py	19450	431bfbc83eb46918c7bca0f2ed93c6bd7a0dfc06925c69a97c7531f2a1aedc8d
pyfgsea/robustness/__init__.py	190	94c8830164b1b419c268359f856da9310578d643ae537ced696789406db819ef
pyfgsea/robustness/bootstrap.py	35	90b0118aacdad6542c62a7ca5ac332328e41bb697c030603c30e8e93c4a5e0ff
pyfgsea/robustness/null.py	49	211c0b755f8acb552d20a8c929b7774f85294f559e099f7c1949cff2c7869a42
pyfgsea/robustness/scan.py	175	4dfe6ffb31c0125518656b1a331160871c9d36e729110e6869a739b4f4c08a5b
pyfgsea/schemas/ted_activity_table_v1.schema.json	705	f3a0d608e7a303d4853a9663966cfe100445511a297ce74f7c6711228015d641
pyfgsea/schemas/ted_event_report_v1.schema.json	1317	3e2261917d796bc567a2e8359990691c1af2db96d30685088e8f297e630e6ea9
pyfgsea/schemas/ted_event_report_v2.schema.json	7901	ad4382783b7a71ed9f8589a4f92a3c31e1910f86d3c6fa2f5e2ba04e82f09489
pyfgsea/t21_covariate_design.py	51968	efc5f79f4899f71d1f1a8eecc56f867c17f7213d377b3f162d459d084d930c02
pyfgsea/t21_donor_subset_robustness.py	23073	995e29edc3c96427ff4f944716bb65d6ece7ef2c760ebe80592289d8ff09616c
pyfgsea/t21_pathway_decomposition.py	57889	e7e3a4bf4e2f4660ad4ceda18f15984c44d4fff37e27af01628aab7f960b5492
pyfgsea/t21_pathway_universe.py	55091	0be2679cd0e5dd7757b41554866bd3b4e86acc44c8e026b44896e6a082b41b5c
pyfgsea/ted_developmental.py	62027	605d8b3056fbd8b6f2404dc453d754af7b8fa760d71a1e749037eb855df962aa
pyfgsea/ted_evidence.py	43284	acd7b3e29ffa623be2e410b64acf717bd7e7f6657f836abbf62616fc90855d5c
pyfgsea/ted_mad/__init__.py	1558	2d81cb5e19b4af5f03aebbbf5d2b0e043147bd1432402c7ee41a6b9dd7cd751f
pyfgsea/ted_mad/benchmark.py	25092	ef88fe0641aacac2963b81974b156d90540384c1245906bcccaa7d9ee77c8858
pyfgsea/ted_mad/cli.py	24184	e138168ca62cc7bc1fb8c933f3fddc638484604047c323ae3746a0b7f19be62a
pyfgsea/ted_mad/core.py	115793	fd1ba93a0156040c3cb775348b5589a0773fc4f980650d4f7f38caebee71a7e1
pyfgsea/ted_mad/schema.py	4946	de55c108300214b2d07258327196269c3e65d61c11527897ce124f39c5538001
pyfgsea/ted_mad/schemas/claim_levels.schema.json	1180	8be2d26db55405bf10e84eb6cbc74522e44ba49fb15586f3364c4acc88febae5
pyfgsea/ted_mad/schemas/evidence.schema.json	3246	334ef04faf9c97351dd1ba297e5d6a959d88967b9e18b499e108271bc7344655
pyfgsea/ted_mad/schemas/experiments.schema.json	3703	0ca2929859d85fca352cfdd3f79930aaac731f7f5a373c0ed2e97f7ed9175ee5
pyfgsea/ted_mad/schemas/hypotheses.schema.json	1666	cfb5ec4cd835f435093e8e05aed9c1ff453d53aa570a0f752a63459af7b87c31
pyfgsea/ted_mad/schemas/observed_rescue.schema.json	739	89a65067b509226c1d923710984a4fb3b19602fff41e28179567a85d434b9269
pyfgsea/ted_perturbation.py	40726	fbba58cecf675c6a8bb3c8932909fde101e7d8320a2ff2f200c2eb53f5c49e20
pyfgsea/ted_schema.py	16566	e67e21b1084c20369c57c48b8091ffa45c2bde630887f2dab7149ccb9c919fcc
pyfgsea/trajectory.py	61330	a6147fc1f298150e1fc3ecb904b4c9e332a987d92fd42049074aac56cac8300e
pyfgsea/trajectory_alignment.py	45376	b4af53d06445d984df660af1ce77a8a323d18b8a07e11362e9d94f9e240ef332
pyfgsea/trajectory_benchmark.py	12157	ff5c704890652f765cd8eda94bbe6813aa08840f4da191035bea6539aac45e8d
pyfgsea/trajectory_compare.py	130239	adfbc6bbab7cfb70a43dc0790aab9087822c6e710f0e00385644d5c21c35a298
pyfgsea/trajectory_covariate_pseudobulk.py	101254	e160abdaf178797682683b2fe408fefa9006b1edeb5eb7e33f51d5ce4caaa58f
pyfgsea/trajectory_covariate_simulation.py	40993	91b25aa23c303c2b27245b6dc9f45476817d19e5106e1576160547723af50145
pyfgsea/trajectory_decomposition.py	63318	d03d6345bf4a2458a42b02acd6cbc55e2c323890599d68319368091a084bc065
pyfgsea/trajectory_dynamic_leading_edge.py	61329	07e1f2e84db7282cb3bfbb544d7ce38d0198661b4301bb33c0892b14c6343a65
pyfgsea/trajectory_events.py	14839	094ffa07081cdcff67a142604e6452b9510ab9f7ad9411e0928b2eb2ca28fda3
pyfgsea/trajectory_fate.py	27602	83a6a315be4941df6c6236aa09c0ee6700f76d5c7924483cd2242c0487c89707
pyfgsea/trajectory_grid.py	12462	5b3963949733854ca68d28c12160d15de69192767605f2dc232e70c1faf3d4c5
pyfgsea/trajectory_modules.py	17920	43192313c5de120b82d630a09760d25e8ec366b35c266f26af35ef975a0769ae
pyfgsea/trajectory_pathway_families.py	37423	30c2c245e81eb900e144fa1ab90bce86d162af47e3525c42c8151eccec01eebd
pyfgsea/trajectory_pseudobulk.py	59578	6251c099f4ed2709d9b067b3a39e619af30a2059762dc6a7c074463cd78e2d2f
pyfgsea/trajectory_robustness.py	59163	c5d944a28ba4866cabdabd47c26072640fd22c0d6462b45fe060454c494e13d3
pyfgsea/trajectory_simulation.py	26886	69542c268a6f3ecc58c9357a54566d5264d97dc4bd26ca1a9c662d139b241263
pyfgsea/trajpathmix_scope.py	7749	f0e306f071a308b56481a8be7b0ad22423f562460ba65d8ee5c398b3a895a2ea
pyfgsea/validation.py	17867	3a5c4cbd2e9a892722ba432ce068e8ccf565fda6323efde52d26f198bbf648be
pyfgsea/windows/__init__.py	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
pyfgsea/windows/binning.py	128	92acd0102bcae4d6cb24c305f25b4942fadf951b7e8bea2dfc7548efaa4eefad
pyfgsea/wrapper.py	11723	2fe5aacb50b85934afdef8bd91b9a3771b8afaf6dc4ac6149b7d0f9e116e9163
pyproject.toml	1566	7ad46b488cc57b84686c47cb4869f513f4ca68ec1a6083394fb52777564bd071
README.md	9284	d5597d6aa813ed70a4c0c82cdc84a868bcf10c75311d52ebe6dffb4b5e1b0aa0
README_quickstart.md	3251	bf0cd4c27fef4eb52fa09a2e9d0bc22a4826bf543e3ab98bb4ee00abe184c80f
RELEASE_STATUS.md	4485	7d95af13792b0d366bb279c68f7c124bb2a4745b3f5004b8f1e146a1042f75f0
reproducibility/run_minimal_demo.py	5114	d9fabc7152457b0ee860294f526e578ad5acc598e39823611b137ab938ae08a9
requirements-lock.txt	529	516f3aadfeaebd1ef7ccd4e97dad6856c5fc584a89bc3c4a5878a6467c66e481
results/gata1_cross_dataset_support/tables/gata1_axis_direction_consistency.tsv	3073	7e47a676264ce96e38574b0454804b7a939ada69ed5b7f353b03eab14d5ceb42
results/gata1_cross_dataset_support/tables/gata1_claim_boundary_decision.tsv	293	a28c1ddad75a7295b0d3bb416dd50b325c4340cc10220244af2abef9f1283720
results/gata1_cross_dataset_support/tables/gata1_cross_dataset_support_summary.tsv	393	ace5d9d74c0049adb7356cce91d2410d84d079110dd205706c3ba6fe68a2a658
results/gata1_cross_dataset_support/tables/gata1_negative_control_comparison.tsv	2662	cd127d912914a813f8d8608df74f189e7a4192ab52d6c03c23d4952b8276dd0a
results/ted_adaptive_window_multiplicity/event_call_audit.tsv.gz	624930	499396bfd76cd8368567a8885e4de2277584d6426c6bb02e958e1ac0c84df773
results/ted_adaptive_window_multiplicity/factor_level_summary.tsv	9704	dea9cedc03d741baba973fa1a722917640782f90d89e733f587f46984bf9ee96
results/ted_adaptive_window_multiplicity/method_summary.tsv	2194	e77fddae9ca03cba6059b7feb4c7e5f2570a00604231490feda83e2e88f26f4e
results/ted_adaptive_window_multiplicity/method_summary_by_stratum.tsv	7986	851fc328a33eb4fc25676dfc1cc5e6520c9d2e35859ef79077a44b23e8aaf7c8
results/ted_adaptive_window_multiplicity/metric_definitions.tsv	561	16ab238d887c729c8ba489e4a4be209a2596a59f45fb20a9007d6470ca2ed96d
results/ted_adaptive_window_multiplicity/replicate_metrics.tsv	364337	06d647aa1f4d3760aaf04c3c85d521dfafefc404588d23f1e1fe0b820c7f6ef5
results/ted_adaptive_window_multiplicity/run_config.json	376	ab16123fba532321e0191aaaa37690838b3dd0526d717aecd026ed1836b2f583
results/ted_adaptive_window_multiplicity/scenario_registry.tsv	3387	0e0010da35ba6e035de55d1526f36e15524a36a036cf87a32579239369744f3e
results/ted_current_task_benchmark/audit_predictions.tsv	31237	de6aa7a2b4990bf00d8ce72a2b99f243e8b34975492e8affb37a674e72dab229
results/ted_current_task_benchmark/baseline_tuning_audit.tsv	2309	cb336dcaddb483b40f75151f04ccd8a328c0d29b32c98d39136741fa8c49af0d
results/ted_current_task_benchmark/current_task_confusions.tsv	34787	effbfd32d40d8f88add8557e204972dd76e34e9a0a5af5e5328280cd290b0a4c
results/ted_current_task_benchmark/current_task_metrics.tsv	1449	dc18774d675cdc0175656292d611c7ae4dc5cdf47ad447066ce69c1b19f04517
results/ted_current_task_benchmark/current_task_packet_partitions.tsv	76566	c6ee3d99f3eda071f0b63a78f5efb2645f5a889d25ca3237010c6d8d606baedd
results/ted_current_task_benchmark/e_metric_definitions.tsv	389	23cefa5f434e4d7cd3d706cdf12d2db07d02dd5098ce1fe8f9927f6958f1b16d
results/ted_current_task_benchmark/paired_deltas.tsv	427	3f4e2db85ddbb68dbd10dee730d5cb2448cbe578d97c6be3a56c2748aaeab4fa
results/ted_current_task_benchmark/run_config.json	561	4d07e95f1fc1ac8f40da18ca9810b11bfa2fc9bca0c000d20ef7399433ca82a8
results/ted_current_task_benchmark/split_and_leakage_audit.tsv	367	4d3dd4db683da2104800c0da1297cec6b3e0a201698638a4606238934f01674f
results/ted_factorized_ablation/ablation_metrics.tsv	1837	fba9b8f0a0fdee834ab6d829c0e8f9dab25cdab3b032a30d8ca18bf9beeae0d2
results/ted_factorized_ablation/factorized_axis_metrics.tsv	255	6fc7d8f32cb07dddb285b4dbdfc04b9dec728db7aa737612ae45809ab0dd410e
results/ted_factorized_ablation/factorized_packet_features.tsv	174374	69d042a5f86eb9fe98e8764c3a1731a8d2dec4f761e336e2b4d33f3614515456
results/ted_factorized_ablation/factorized_packet_truth.tsv	62932	5f2c6e73f8574534c4b8d19c311960e8cb0e2aee6bf9c343d4e41c2bdf2b1dc1
results/ted_factorized_ablation/factorized_predictions.tsv	511573	b6da1cd09efcb571a128125923445f7221634fea60abed1e287418ea906fb94a
results/ted_factorized_ablation/manifest.tsv	1163	ce6c56cf0b607ffe5bcf67c12ba855f4febe04b4db424d96fab064d0bcf4494c
results/ted_factorized_ablation/metric_definitions.tsv	527	86a2714db4c50cbfed32066e947475836850f6e2c1fa81ddd61a96e16cfc2560
results/ted_factorized_ablation/reason_code_cases.tsv	24805	41161bad62d23f02cadde9bad08712baca97105aafbb96ebb2e61a8b593455ed
results/ted_factorized_ablation/reason_code_confusion.tsv	280	82000a52d7ce4be1d26f050972d6718db0ae94616c644ffa29d1913330ee8c50
results/ted_factorized_ablation/reason_code_metrics.tsv	190	deeca1af22f3cbcae59d01d3f8c2bdc7b4eebb4ec1df3969be14acabfbefcdec
results/ted_factorized_ablation/run_config.json	514	d293c89e462da0314d83c856b5c40aedfa8bb367dec1043fc87db3f4f43f5b3e
results/ted_factorized_ablation/schema_invalid_combination_audit.tsv	614	0cf4b174445b9ae183cc44e1facd9f60ba5f4454abbc248b0fc774c497d6264e
results/ted_known_source_validation/tables/gse153056_claim_boundary.tsv	250	0d9be417aca5d788f6f6a6ea93f23476802b372acba1c6190de3a8351326a2ad
results/ted_known_source_validation/tables/gse153056_negative_control_results.tsv	220	48f419192ac7b6e3403339ff0d14e5d30757353d6c3ad38c3526a21093de0543
